严肃的丶兔兔,2017-01-01,2016年，全球发生了哪些激动人心的科技大事件？引力波、Atlas机器人、SpaceX火箭...这不平凡的一年，每一个突破都在改写着人类未来的命运。当然，还有绕不开的AlphaGo，预示着人工智能-时代的来临。而中国建成世界上最大的天文望远镜FAST，是否将成为中国人向宇宙进军的灯塔？2016，科技vie
怨灵系带,2017-01-01,"像地图导航不就是人工智能-[bm思考][bm思考][bm思考]-@全球头条新闻事件【厉害了！Word2017】人工智能-就像100多年前的电能一样，将改变世界。新年伊始，扫描海报二维码，看看科幻大片的情节在现实将如何上演，亲眼见证不可思议科技生活的改变！转发5530-评论525--308-<ahref=""\/\/weibo.com\/1903188000\/EoMvDClcW?refer_flag=1001030103_"""
__Tenergy,2017-01-02,"\/\/@斯文禽兽59818:人工智能-司机\/\/@汤粉儿:哈哈哈哈哈哈哈哈\/\/@加贺巡空:醉了\/\/@濑川佑太-鬼舅:哈哈哈哈哈哈哈哈哈哈哈哈\/\/@松尾抹茶:噗哈哈哈\/\/@春風厨:哈哈哈哈哈\/\/@Akira于爷:哈哈哈哈哈哈哈哈哈哈-@数码窝一个国外小男孩想让亚马逊Alexa语音助手播放一首儿歌...然后...秒拍视频.转发4023-评论513--929-<ahref=""\/\/weibo.com\/2764114452\/EoQBGvoOA?refer_flag=1001030103_"""
__朵猫猫__那个云,2017-01-02,任[ali踩][忍不了]傍这何人工智能-都敌不过阁下这款天然傻瓜。
0逸闲居士0,2017-01-02,“人机大战”人类难求一胜？慢棋对决或有悬念-网页链接-记者谢锐报道这几天，弈城网上冒出了两大人工智能-高手，分别注册在韩国和日本的Master和DeepZen，前者对世界一流高手30连胜，后者在1比2不敌...
0逸闲居士0,2017-01-02,【AI大公司月报】通用AI技术与应用，大公司优势正显现-网页链接-因为36氪前沿科技组关注的领域跨度有点大，包括了人工智能-、机器人、AR、VR、新能源、新材料、新技术、物联网、智慧工业、智慧城市、智能硬件、商业...
0逸闲居士0,2017-01-02,【科普】人工智能-、机器学习和深度学习有何不同？-网页链接-人工智能由机器诠释的人类智能：小到手机上使用的图像识别软件，大到《钢铁侠》中的贾维斯，你都可以将其归在人工智能的范畴里。人工智能既可以是...
0逸闲居士0,2017-01-02,2016年大数据领域成果及趋势-网页链接-同时，由于研究的向前推进，以数据为基础的人工智能-、机器学习和物联网等其他各个领域也将会取得越来越大的成果。1.CraigBrown，大数据、数据科学、...
0逸闲居士0,2017-01-02,2017年人工智能-行业9大预测：某些职业将实现自动化-网页链接-人工智能成了2016年的热门话题，短期内似乎不会降温。过去一年发生的投资、收购、试点、重组和突破将推动人工智能行业在未来1年产生巨大影响。
0逸闲居士0,2017-01-02,创业黑马牛文文：中国创业主流还是传统产业升级-网页链接-但我认为并非如此，人们夸大了这件事，以为人工智能-来了，技术创新就出现了很大的机会。中国的创业主流还是传统产业的升级，而不是纯粹的技术创业。
0逸闲居士0,2017-01-02,高盛人工智能-生态报告：AI可解决药物研发，医院效率等难题-网页链接-近年来，机器学习（MachineLearning，ML）和深度学习（DeepLearning，DL）的应用领域极速扩张，而数据、更快的硬件、更好的算法则是推动人工…
0逸闲居士0,2017-01-02,拱北海关新一代智能机器人亮相九洲口岸-网页链接-1月1日，拱北海关新一代智能机器人在九洲旅检口岸正式亮相。...机器人是依托大数据、智能语音、人脸识别等人工智能-技术为核心研发的智能海关机器人。
0逸闲居士0,2017-01-02,观察你的2017：科技即将带来的十个改变-网页链接-爱立信消费者研究室东北亚区负责人徐晓莉说：“调查发现，更多中国被访者对人工智能-、物联网、VR和AR等新技术表现出高于全球平均的热情度和接受度。
0逸闲居士0,2017-01-02,华米人工智能--网页链接-…
0逸闲居士0,2017-01-02,机器人小胖英语跟读迷住小学生-网页链接-据机器人“小胖”的联合创始人、北航教授王巍介绍，目前全球的人工智能-技术即AI，还处在弱人工智能阶段，机器人还无法达到影视作品中所描述的能力，“但...
0逸闲居士0,2017-01-02,技术新趋势盘点2017年值得关注15家创业公司-网页链接-业界的焦点会转向通讯类应用、网络安全和人工智能-吗？国外媒体VentureBeat近日撰文盘点了2017年最值得关注的15家创业公司，MagicLeap、IFTTT等...
0逸闲居士0,2017-01-02,罗振宇跨年演讲精华版：2017年小心这5只黑天鹅-网页链接-人工智能-是下一个主战场。...人工智能不是人的延伸，它是人的替代。.....在人工智能逻辑里，它不关心人类对一件事情的定义，但是它可以输出你要的答案...
0逸闲居士0,2017-01-02,人工智能-时代正在到来机器人或将替代半数工人？-网页链接-据报道，题为“人工智能、自动化和经济”的报告建议美国投资并开发人工智能，因为它有“许多好处”，政府应当教育并培训美国人适应未来就业，帮助工人...
0逸闲居士0,2017-01-02,原来《午夜凶铃》不是恐怖故事而是一个科幻故事-网页链接-2016年，《西部世界》中的人工智能-“接待员”们觉醒了。1999年，《黑客帝国》中的Neo觉醒了。而在更早的1989年，高山龙司就已经在《环界》的末日中觉醒了。
1494701918CGH,2017-01-02,图片来源：视觉中国科技发展日新月异，人工智能-、虚拟现实……很多科幻小说所幻想的情景在过去一年都成为了-网页链接-
5G通信学生会,2017-01-02,罗振宇（逻辑思维创始人）：普通人对人工智能-的一些误解，简单澄清三点：第一，人工智能不是在复制人类，它是完全不同的另外一种存在。第二，人工智能不会提高玩家参与的门槛，是降低了参与门槛。第三，人工智能不仅是人的延伸，它是人的替代。【看了KK的书，还会觉得老罗有思想吗？】
68号人形,2017-01-02,"一个人工智能-的命运啊，当然要靠自我的奋斗，当然也要考虑到历史的行程。我就不知道我一个无所不能的GLaDOS怎么就变成土豆还差点被乌鸦吃了呢，后来Wheatley同志跟我讲，光圈科技已经决定了，让我来当土豆服务器，我说娘希匹另请高明吧，我也实在不是谦虚……\/\/@茄子_无证骑士:魂3，l4d2么得问题-该微博因被多人举报，根据《微博社区管理规定》，已被删除。查看帮助：|-转发的微博...-转发-评论---<ahref=""\/\/weibo.com\/\/EoRv4dpF6?refer_flag=1001030103_"""
Ado多多的阿多,2017-01-02,"66666666\/\/@斯文禽兽59818:人工智能-司机\/\/@汤粉儿:哈哈哈哈哈哈哈哈\/\/@加贺巡空:醉了\/\/@濑川佑太-鬼舅:哈哈哈哈哈哈哈哈哈哈哈哈\/\/@松尾抹茶:噗哈哈哈\/\/@春風厨:哈哈哈哈哈\/\/@Akira于爷:哈哈哈哈哈哈哈哈哈哈-@数码窝一个国外小男孩想让亚马逊Alexa语音助手播放一首儿歌...然后...秒拍视频.转发4023-评论513--929-<ahref=""\/\/weibo.com\/2764114452\/EoQBGvoOA?refer_flag=1001030103_"""
andoville2,2017-01-02,"况且有的是人工智能-空气净化器.\/\/@theSommelier:无论雾霾多严重，一定要阻挡在国境线上。内部消化，绝不输出污染，瓦们是负责任的大国。-@andoville2-网页链接-转发2-评论1---<ahref=""\/\/weibo.com\/5691870279\/EoRZQseUq?refer_flag=1001030103_"""
AskHarries,2017-01-02,【Master以26胜0负完胜中韩顶级围棋手，如果它是柯洁的马甲呢？】2016年12月30日，柯洁一夜没睡，让他失眠的，可能还是人工智能-。在即将跨入2017年门槛的2016年12月31日深夜，中国围棋手柯洁发了一...全文地址:-网页链接-
Berry-沐笙,2017-01-02,《人工智能-》是由华纳兄弟影片公司于2001年拍摄发行的一部未来派的科幻类电影。由史蒂文·斯皮尔伯格执导，裘德·洛、海利·乔·奥斯蒙特主演。影片讲述21世纪中期，人类的科学技术已经达到了相当高的水平，一个小机器人为了寻找养母，为了缩短机器人和人类差距而奋斗的故事。
B君Bosco,2017-01-02,"我参与了@英特尔中国发起的投票【你想在CES2017的英特尔展台看到哪些技术？】，我投给了“人工智能-的全新应用”等3个选项，你也快来表态吧~-@英特尔中国关注#英特尔CES发布黑科技#话题有惊喜。英特尔马上就要参加CES2017了，在这次大会上我们将要展示无人驾驶、无人机、VR、AI、5G、可穿戴、4K等热门领域的全新科技，大家最喜欢哪些技术呢，请投票，我们会抽奖哟。-网页链接-转发573-评论767--262-<ahref=""\/\/weibo.com\/2637370927\/EoVURy7CQ?refer_flag=1001030103_"""
Chae_Stephi,2017-01-02,"哦吼\/\/@_疯子_TY1110:牛逼了我的傻帽\/\/@Kun老死花酒间:这样不太好吧，可能会让人沉迷人工智能-啊-@韩国me2day【starnews】[少女时代&amp;EXO,专属于你的人工智能-秘书,“SMLifeStyle品牌Wyth上市~”]2日SMEnt.方面公开表示“将参与于5日-8日在美国拉斯维加斯举办的全球最大家电博览会&lt;ConsumerElectronicsShow2017&gt;,并将在SandsExpo2层设立单独的展示馆,公开旗下创立的Celebrity与人工智能(AI)相结合的新Life...展开全文c转发1462-评论1313--5368-<ahref=""\/\/weibo.com\/2482557597\/EoVNL37Lc?refer_flag=1001030103_"""
chasty_206,2017-01-02,【人工智能-时代正在到来机器人或将替代半数工人？】|-网页链接-
Cordy猫咪,2017-01-02,#收获#时间的朋友（接上一条）5.现代企业对用户的争夺已经转变成对用户时间的争夺。因为用户的总时间恒定，只能够在有限的时间进行分配。抓住用户的时间，可以分为两种：①让用户上瘾，多花时间（如游戏、社交）②优化用户时间，少花时间（如番茄钟）6.人工智能-将会带来颠覆性的变革。
CP杨逍,2017-01-02,【“人机大战”人类难求一胜？】记者谢锐报道这几天，弈城网上冒出了两大人工智能-高手，分别注册在韩国和日本的Master和DeepZen，前者对世界一流高手30连胜，后者在1比2不敌赵治勋九段后，这三天|-“人机大战”...-“人机大战”人类难求一胜？记者谢锐报道这几天，弈城网上冒出了两大人工智能高手，分别注册在韩国和日本的Master和DeepZen，前者对世界一流高手30连胜，后者在1比2不敌赵治勋九段后...
CSK-樊迦,2017-01-02,siri也许真的有智能，我正看罗辑思维的罗振宇讲人工智能-呢，正好说到人与人工智能的关系，siri突然蹦出来这么一句！我勒个去！吓死我了！而且我绝对没有启动它，是它自己跳出来的
HAOHAO小清新,2017-01-02,"未来的歌，可能由人工智能-包办词曲-来自知乎日报|-未来的歌，...-未来的歌，可能由人工智能包办词曲前段时间一个热门的研究工作是UniversityofToronto的研究者在ICLR‘17投稿的一篇论文《SongfromPI:Amusicallyplausiblenetworkforpopmusicgeneration》（https:\/\/arxiv.org\/pdf\/1611.03477v1.pdf）。该论文提出了一种人工智能（深度学习）的方法，从100小时的midi音乐格式里面进行学习，然后采样训练好的模型可以生成音乐。在其项目主页上有些合成的samplesongs，大家可以听听：http:\/\/www.cs.toronto.edu\/songfrompi\/。论文的大致想法是利用深度学习的LSTM模型（hierarchicalrecurrentnetwork），利用100个小时的流行歌曲的mini格式的tag进行训练。这里比较有意思的地方是作者在这个模型里面整合了一些音乐相关的generalknowledge，模型结构如下图所示，在RNN这个模型中有keylayer,presslayer,chordlayer,drumlayer等结构，在模型设计和合成的过程中也考虑了scale和chord等音乐因素"
Hcucu,2017-01-02,#CU小铺#有个坏消息:未来将是人工智能-时代。还有个坏消息:很多人都将失业。那么，这个背后，会有什么好消息吗？...展开全文c
h我姓胡u,2017-01-02,任[上火][din癫当阿赞礼物盒][km不淡定]比戤何人工智能-都敌不过阁下这款天然傻瓜。
IT水哥,2017-01-02,〖弱AI到强AI发展之路，人类将处在什么地位？〗人工智能-一词在2016年走入公众视野。既然世界各地的人们都开始谈论它，那么是否还有必要在此再将之讨论呢？有关AI的话题总聊不够，虽然许多聪明人士认为强AI潜在的价值将会是人类历史上最具革命性的发展成果，但与此同时AI太过强大所带来的风险也引起人...展开全文c
I香山红叶_10667,2017-01-02,人工智能-时代到来百度将通过这3种方式来强化业务【好看】-网页链接-
KAI4REAL,2017-01-02,"钟仁我来啦\/\/@很酷很温柔喔:卧槽ArtificialIntelligence...难道《Her》可以搬进现实生活中来了吗...人工智能-大法好...我想每天被迪欧哥叫起床诶...\/\/@屎者粑粑:什么鬼玩意？？-@韩国me2day【starnews】[少女时代&amp;EXO,专属于你的人工智能-秘书,“SMLifeStyle品牌Wyth上市~”]2日SMEnt.方面公开表示“将参与于5日-8日在美国拉斯维加斯举办的全球最大家电博览会&lt;ConsumerElectronicsShow2017&gt;,并将在SandsExpo2层设立单独的展示馆,公开旗下创立的Celebrity与人工智能(AI)相结合的新Life...展开全文c转发1462-评论1313--5368-<ahref=""\/\/weibo.com\/2482557597\/EoVNL37Lc?refer_flag=1001030103_"""
levkas舀水人,2017-01-02,O2017年8大智能技术将围绕AI产业生态加速形成人工智能-产业链主要由基础设施，核心算法，应用平台（开源平台）和解决方案等环节构成。上游到下游，下游到上游，中间到两端这三种模式正从不同路径共造人工智能产业生态。上游到下游模式，有传统的芯片公司英特尔正在发展人工智能算法，科大讯飞发展人工...展开全文c
liuhongzh,2017-01-02,随着互联网的不断发展，一个新的时代即将到来，智能化产生的冲击不可估计。知识的传授工作将由人工智能-代替，人工智能机器知道每一个学生是什么性格特点，应该学习什么，有什么爱好，大数据能做到因材施教。教师将成为教学的服务者，扮演对学生进行引导、服务的角色。从而，未来的教师将会被人工智能...展开全文c
MianHua酱,2017-01-02,"好像很厉害的样子\/\/@烟火里的shimmer:好像是什么人工智能-之类的-@韩国me2day【starnews】[少女时代&amp;EXO,专属于你的人工智能-秘书,“SMLifeStyle品牌Wyth上市~”]2日SMEnt.方面公开表示“将参与于5日-8日在美国拉斯维加斯举办的全球最大家电博览会&lt;ConsumerElectronicsShow2017&gt;,并将在SandsExpo2层设立单独的展示馆,公开旗下创立的Celebrity与人工智能(AI)相结合的新Life...展开全文c转发1462-评论1313--5368-<ahref=""\/\/weibo.com\/2482557597\/EoVNL37Lc?refer_flag=1001030103_"""
morphcn,2017-01-02,我对大麻合法化的评论激怒了吸大麻者，为此我道歉，多吸点，这正是我们希望看到的，我们的信仰是物竞天择。大麻合法化好，省了我们很多事情。有智者会问，几年后他们吸成植物人死了，谁去抬死尸。要坚信理性进化的速度，机器人和人工智能-要来了，要这些衣冠禽兽也是废物
netsky007空间,2017-01-02,所为女娲补天计划，就是让游戏的人工智能-程序——女娲，进行游戏的全面接管，而人工gm将只能进行辅助xing管理。
Nora驹峥,2017-01-02,"人工智能-公司首先应该是一个数据公司，没数据怎么做智能。-@梁斌penny昨天，pullword的总请求数1096万，正式突破1000万，不容易了。我司目标也就做个大规模API服务型公司了。我思考，人工智能-公司首先应该是一个数据公司，没数据怎么做智能。。但是数据都掌握在互联网大户手里，这就要发扬共军的精神了，没有枪没有炮，敌人给我们造。。谢谢。转发10-评论18--69-<ahref=""\/\/weibo.com\/1497035431\/EoWlJAqhC?refer_flag=1001030103_"""
Reviewer_小康,2017-01-02,华米科技成立华米人工智能-实验室，2017将发力可穿戴芯片的研发。
SAFM边缘行者,2017-01-02,“不是真正的人类是我的错。#人工智能-[电影]#|-徐州-
ser7ven,2017-01-02,"我参与了@英特尔中国发起的投票【你想在CES2017的英特尔展台看到哪些技术？】，我投给了“人工智能-的全新应用”这个选项。你也快来表态吧~-@英特尔中国关注#英特尔CES发布黑科技#话题有惊喜。英特尔马上就要参加CES2017了，在这次大会上我们将要展示无人驾驶、无人机、VR、AI、5G、可穿戴、4K等热门领域的全新科技，大家最喜欢哪些技术呢，请投票，我们会抽奖哟。-网页链接-转发573-评论767--262-<ahref=""\/\/weibo.com\/2637370927\/EoVURy7CQ?refer_flag=1001030103_"""
skysea,2017-01-02,人工智能-|-高盛百页人...-高盛百页人工智能生态报告：美国仍是主导力量，中国正…高盛百页人工智能生态报告：美国仍是主导力量，中国正高速成长（附下载）
Sora337,2017-01-02,"\/\/@刷屏楷:Alexa需要一对眼睛…\/\/@炭烧鸡腿堡加奶:人工智能-\/\/@濑川佑太-鬼舅:哈哈哈哈哈哈哈哈哈哈哈哈\/\/@松尾抹茶:噗哈哈哈\/\/@春風厨:哈哈哈哈哈\/\/@Akira于爷:哈哈哈哈哈哈哈哈哈哈\/\/@-Ephemeral-:\/\/@Min丨泯:哈哈哈哈哈哈\/\/@latter21:hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh-@数码窝一个国外小男孩想让亚马逊Alexa语音助手播放一首儿歌...然后...秒拍视频.转发4023-评论513--929-<ahref=""\/\/weibo.com\/2764114452\/EoQBGvoOA?refer_flag=1001030103_"""
SS_生于安乐,2017-01-02,"wtf？？？？\/\/@Kun老死花酒间:这样不太好吧，可能会让人沉迷人工智能-啊-@韩国me2day【starnews】[少女时代&amp;EXO,专属于你的人工智能-秘书,“SMLifeStyle品牌Wyth上市~”]2日SMEnt.方面公开表示“将参与于5日-8日在美国拉斯维加斯举办的全球最大家电博览会&lt;ConsumerElectronicsShow2017&gt;,并将在SandsExpo2层设立单独的展示馆,公开旗下创立的Celebrity与人工智能(AI)相结合的新Life...展开全文c转发1462-评论1313--5368-<ahref=""\/\/weibo.com\/2482557597\/EoVNL37Lc?refer_flag=1001030103_"""
SweetTeaAndGraces,2017-01-02,"好像是什么人工智能-之类的-@韩国me2day【starnews】[少女时代&amp;EXO,专属于你的人工智能-秘书,“SMLifeStyle品牌Wyth上市~”]2日SMEnt.方面公开表示“将参与于5日-8日在美国拉斯维加斯举办的全球最大家电博览会&lt;ConsumerElectronicsShow2017&gt;,并将在SandsExpo2层设立单独的展示馆,公开旗下创立的Celebrity与人工智能(AI)相结合的新Life...展开全文c转发1462-评论1313--5368-<ahref=""\/\/weibo.com\/2482557597\/EoVNL37Lc?refer_flag=1001030103_"""
tuum張氏情歌,2017-01-02,用人工智能-来给屎壳郎喂更多大粪
VR科技_,2017-01-02,【人工智能-时代到来百度将用这3种方式来强化业务】（我在@头条号发了一篇文章）|-人工智能时...-人工智能时代到来百度将用这3种方式来强化业务FoxBusiness近日撰文，总结了百度利用人工智能技术强化业务的3种方式。以下为原文内容：人工智能对百度有多么重要?该公司CEO李彦宏最近在电话会议上提到十几次人工智能，他甚至在最近的一次演讲中发表了大胆预测：“PC时代已经过去，我们很快也将与移动互联网时代说再见……我相信接下来将迎来人工智能时代。”百度首席科学家吴恩达在这一领域拥有丰富经验。他之前供职于谷歌母公司Alphabet，领导了“谷歌大脑”人工智能项目。他还是斯坦福大学的兼职教授，在那里讲授人工智能课程。他在最近的采访中说：
yaojun1983,2017-01-02,"\/@刘知远THU:昨晚重温黑客帝国，感觉VR简直就是那个豢养人类的营养池的雏形。\/\/@孙明明_SmarterChina:回复@刘知远THU:从外界刺激信号映射到多巴胺的分泌，还得结合经历，回忆等个性化因素。感动自己才能感动他人，那艺术真是强人工智能-的最后一块试金石。不过，我看骗人感动-@海达郝老师下围棋机器人能战胜人！那么弹钢琴的话，机器人跟人比，哪个更牛？秒拍视频.转发1115-评论297--121-<ahref=""\/\/weibo.com\/1191180921\/EkREVcm00?refer_flag=1001030103_"""
Yoona林深时见鹿_lim,2017-01-02,"请给我来一台林允儿和一台金泰妍\/\/@SS_生于安乐:wtf？？？？\/\/@Kun老死花酒间:这样不太好吧，可能会让人沉迷人工智能-啊-@韩国me2day【starnews】[少女时代&amp;EXO,专属于你的人工智能-秘书,“SMLifeStyle品牌Wyth上市~”]2日SMEnt.方面公开表示“将参与于5日-8日在美国拉斯维加斯举办的全球最大家电博览会&lt;ConsumerElectronicsShow2017&gt;,并将在SandsExpo2层设立单独的展示馆,公开旗下创立的Celebrity与人工智能(AI)相结合的新Life...展开全文c转发1462-评论1313--5368-<ahref=""\/\/weibo.com\/2482557597\/EoVNL37Lc?refer_flag=1001030103_"""
z22z2,2017-01-02,"未来的世界一定是人工智能-的世界-@谷阿莫【谷阿莫】8分鐘看完教你如何思考真相的《羅輯思維2016跨年4H演講：時間的朋友》，今天我生日，送禮分享喜悅，所以在此微博視頻下面評論、轉發的各抽5位(共10位)，送你鳳梨酥一盒(12個裝)，再加碼隨機抽一位送专注更美瞬间的vivoXplay6(128G)手機一隻，讓你拍心儀對象，沒有對象的話你還可以拍自己...展开全文c转发7120-评论10401--11471-<ahref=""\/\/weibo.com\/3901429666\/EoIeaqLzx?refer_flag=1001030103_"""
zhupengw,2017-01-02,当谈到人工智能-，人们往往会联想到各种科幻的场景。但事实上，人工智能在现阶段就已经很好的融入到我们的日常生活中，很多产品早已走进了众多家庭，儿童市场已成为很多企业在人工智能领域的发展的主要方向。对儿童教育来说，人工智能产品的兴起不仅有着重大意义，还给每个家庭带来了更多乐趣与便利。在
zhyoona-kv,2017-01-02,"有点过分了....\/\/@xolove_springtime:你一个娱乐公司怎么什么都搞啊\/\/@_疯子_TY1110:牛逼了我的傻帽\/\/@Kun老死花酒间:这样不太好吧，可能会让人沉迷人工智能-啊-@韩国me2day【starnews】[少女时代&amp;EXO,专属于你的人工智能-秘书,“SMLifeStyle品牌Wyth上市~”]2日SMEnt.方面公开表示“将参与于5日-8日在美国拉斯维加斯举办的全球最大家电博览会&lt;ConsumerElectronicsShow2017&gt;,并将在SandsExpo2层设立单独的展示馆,公开旗下创立的Celebrity与人工智能(AI)相结合的新Life...展开全文c转发1462-评论1313--5368-<ahref=""\/\/weibo.com\/2482557597\/EoVNL37Lc?refer_flag=1001030103_"""
Zzzzzz张睿,2017-01-02,"那你什么时候给我制作一个人工智能-男朋友呢？？-@韩国me2day【starnews】[少女时代&amp;EXO,专属于你的人工智能-秘书,“SMLifeStyle品牌Wyth上市~”]2日SMEnt.方面公开表示“将参与于5日-8日在美国拉斯维加斯举办的全球最大家电博览会&lt;ConsumerElectronicsShow2017&gt;,并将在SandsExpo2层设立单独的展示馆,公开旗下创立的Celebrity与人工智能(AI)相结合的新Life...展开全文c转发1462-评论1313--5368-<ahref=""\/\/weibo.com\/2482557597\/EoVNL37Lc?refer_flag=1001030103_"""
阿拉蕾人23,2017-01-02,AKA打造的人工智能-机器人Musio，有着出色的学习与自然语言处理能力，能用讲话、表情以及姿势等与人交流，每一次互动都会让它变得更智能。它还可以与所有的智能家庭设备连接，并控制与之相连的设备，能关灯、调节恒温器等。
阿弥陀佛007,2017-01-02,相比网络媒体，纸媒是传统媒体；相比算法媒介，网络媒体也是传统媒体，而且这种“转身传统”的速度越来越快。时代越发展对人的复合型要求越高，单一技能非常容易被“人工智能-”所取代。|-2017，拒绝...-阿弥陀佛0072017，拒绝舒适时间是我们每个人的终极战场。你把时间花在哪里，你就会成为什么样的人。
巴尔韦德下课了没,2017-01-02,"看了两遍没看懂啥人工智能-。。不过应该是割肾系列吧-@韩国me2day【starnews】[少女时代&amp;EXO,专属于你的人工智能-秘书,“SMLifeStyle品牌Wyth上市~”]2日SMEnt.方面公开表示“将参与于5日-8日在美国拉斯维加斯举办的全球最大家电博览会&lt;ConsumerElectronicsShow2017&gt;,并将在SandsExpo2层设立单独的展示馆,公开旗下创立的Celebrity与人工智能(AI)相结合的新Life...展开全文c转发1462-评论1313--5368-<ahref=""\/\/weibo.com\/2482557597\/EoVNL37Lc?refer_flag=1001030103_"""
白宇假装自己懂英语,2017-01-02,你们都错了。人工智能-和人类的关系不是奴役与被奴役的关系。事实上，前者根本不需要后者。
北京传诚信,2017-01-02,【人工智能-时代正在到来机器人或将替代半数工人？】中新网1月2日电据美媒报道，白宫最近发表报告称，人工智能时代正在到来，决策者需要调整经济政策应对。|-人工智能时...-人工智能时代正在到来机器人或将替代半数工人？中新网1月2日电据美媒报道，白宫最近发表报告称，人工智能时代正在到来，决策者需要调整经济政策应对。据报道，题为“人工智能、自动化和经济”的报告建议美国投资并开发人...
北京市德广律师事务所,2017-01-02,"人类未来三十念重大技术变革是真，但是机会在不在我们这边难说。就传播信息媒体而言，二十年内，电视台、报纸杂志等传统媒体被自媒体取代；银行、学校、医院、商场等实体被取代；人工智能-取代体力劳动；传统商业习惯和交易模式被取代。新的技术革命已来临，有些人还浑然不知！-@中国经营报【马云预言2017：大家都很困难！】马云近日以浙商总会会长身份出席“江苏省浙江商会十周年大会”。马云称，2016年经济很困难，未来三年到五年依旧很困难。不仅实体经济难，虚拟经济也很难。但中国面临重大机会：人类社会有史以来巨大的技术变革。演讲全文：-网页链接-转发179-评论52--132-<ahref=""\/\/weibo.com\/1650111241\/EoQ2P1cUk?refer_flag=1001030103_"""
